food_id,food_name,id,name,"Energy, by calculation,kcal","Total energy - by calculation,kcal","Protein, total,g","Moisture,g","Fat, total,g","Ash,g","Iron,mg","Calcium,mg","Sodium,mg","Carbohydrate, available,g","b-carotene,mcg","Vitamin D (D2+D3),mcg","Magnesium,mg","Niacin,mg","Fatty acids, total monounsaturated,g","Folate, total,mcg","Riboflavin,mg","Copper,mg","Carbohydrate, total,g","Edible portion,%","Potassium,mg","Fatty acids, total omega-3 polyunsaturated,g","Fatty acids, total omega-6 polyunsaturated,g","Retinol,mcg","Alpha-tocopherol,mg","Vitamin B-6, total,mg","Vitamin B-12,mcg","Phosphorus,mg","Vitamin A; retinol activity equivalent,mcg","Fatty acids, total saturated,g","Vitamin C,mg","Cholesterol,mg","Density,g/mL","Fatty acids, total polyunsaturated,g","Thiamin,mg","True protein,g","Selenium,mcg","Dietary fibre,g","Zinc,mg","Sugars, total,g",Source_id
712,ถั่วลิสงทอด,1695,"ถั่วลิสง, ทอด. อบเกลือ",630,NULL,27.03,0.3,53.33,3.2,1.4,54,293,5.01,NULL,NULL,NULL,NULL,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,11.1,NULL,3.33,1
155,ถั่วลิสงเคลือบน้ำตาล,1694,"ถั่วลิสง, เคลือบน้ำตาล (จาก 3 ตลาด)",494,NULL,14.63,1.9,23.44,1.87,2.74,36,226,53.88,NULL,NULL,103,3.91,10.25,NULL,0.02,NULL,NULL,NULL,329,NULL,5.24,NULL,NULL,NULL,NULL,NULL,NULL,6.25,NULL,NULL,NULL,5.29,0.44,NULL,NULL,4.3,1.87,43.81,1
156,ถั่วเขียวต้ม,1631,"ถั่วเขียว, เมล็ด, ต้มน้ำตาล",114,NULL,2.9,70.1,0.15,0.45,0.5,16,7,24.23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.07,NULL,NULL,2.2,NULL,20.83,1
157,ถั่วแระต้ม,341,"ถั่วแระ, ต้ม",155,NULL,14.4,65.4,7.91,2.03,2.15,124,2,3,108,NULL,86,0.85,3.59,NULL,0.08,0.51,NULL,NULL,561,0.43,2.14,NULL,NULL,NULL,NULL,279,9,1.19,6,NULL,NULL,2.58,0.18,NULL,NULL,7.2,2.12,0.58,1
158,ทองม้วน,1632,"ทองม้วน, รวมรสหวาน แยกรสหวานออกมาจากรสต่างๆ",481,NULL,3.98,2.1,19.67,1.93,1.8,38,236,71.5,NULL,NULL,NULL,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.55,NULL,NULL,0.9,NULL,38.9,1
158,ทองม้วน,1633,"ทองม้วน, รสต่างๆ",471,NULL,4.78,2.2,18.02,1.9,1.75,39,292,71.81,NULL,NULL,NULL,NULL,NULL,NULL,0.03,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.98,NULL,26,NULL,NULL,0.47,NULL,NULL,1.3,NULL,32.71,1
159,ทองหยอด,1634,ทองหยอด,336,NULL,4.3,31.4,13.4,0.4,0.2,52,NULL,49.3,NULL,NULL,NULL,0.5,NULL,NULL,0.26,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,92,83,NULL,NULL,NULL,NULL,NULL,0.19,NULL,NULL,0.6,NULL,NULL,1
160,ทองหยิบ,1635,ทองหยิบ,397,NULL,7.8,24.5,19.7,0.2,0.3,66,NULL,46.5,NULL,NULL,NULL,0.1,NULL,NULL,0.31,NULL,NULL,NULL,NULL,NULL,NULL,201,NULL,NULL,NULL,107,201,NULL,NULL,NULL,NULL,NULL,0.24,NULL,NULL,1.3,NULL,NULL,1
161,ทอดมันกุ้ง,1494,"ทอดมัน, กุ้ง",247,NULL,14.8,56.7,16.78,2.6,1.77,NULL,473,9.17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
162,ทอดมันปลากราย,1495,"ทอดมัน, ปลา",174,NULL,14.38,63.6,9.88,3.35,1.97,130,516,4.8,131,NULL,41,1.32,3.03,NULL,0.15,0.1,NULL,NULL,408,NULL,NULL,NULL,NULL,NULL,NULL,146,11,3.82,2,42,NULL,1.75,0.04,NULL,NULL,4.1,0.52,NULL,1
164,ทับทิม,737,ทับทิม,NULL,NULL,0.6,83.9,0.1,NULL,NULL,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
166,ทุเรียน,2050,"ทุเรียน, พันธุ์กบไว",123,NULL,2.52,70.2,2.62,1.28,0.34,6,19,21.2,NULL,NULL,17,NULL,1.07,NULL,NULL,0.17,NULL,NULL,511,NULL,NULL,NULL,NULL,NULL,NULL,38,NULL,0.84,NULL,NULL,NULL,0.17,NULL,NULL,NULL,2.1,0.25,12.63,1
166,ทุเรียน,2051,"ทุเรียน, พันธุ์กบวัดกล้วย",128,NULL,3.24,70.1,3.88,1.49,0.44,6,10,18.56,NULL,NULL,20,NULL,1.57,NULL,NULL,0.24,NULL,NULL,610,NULL,NULL,NULL,NULL,NULL,NULL,49,NULL,1.28,NULL,NULL,NULL,0.28,NULL,NULL,NULL,2.7,0.41,15.87,1
166,ทุเรียน,2046,"ทุเรียน, พันธุ์กบแม่เฒ่า",149,NULL,2.85,65.7,4.5,1.52,0.47,4,21,23.19,NULL,NULL,23,NULL,1.6,NULL,NULL,0.22,NULL,NULL,676,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL,1.87,NULL,NULL,NULL,0.12,NULL,NULL,NULL,2.2,0.46,16.51,1
166,ทุเรียน,2047,"ทุเรียน, พันธุ์กบสาวน้อย",113,NULL,2.68,73.3,2.91,1.12,0.35,2,12,18.06,NULL,NULL,19,NULL,1.29,NULL,NULL,0.24,NULL,NULL,450,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,0.91,NULL,NULL,NULL,0.12,NULL,NULL,NULL,2,0.22,16.39,1
166,ทุเรียน,2048,"ทุเรียน, พันธุ์กบตาขาว",162,NULL,3.17,64.8,6.08,1.07,0.36,2,17,22.22,NULL,NULL,20,NULL,1.77,NULL,NULL,0.19,NULL,NULL,473,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL,2.62,NULL,NULL,NULL,0.48,NULL,NULL,NULL,2.7,0.32,21.82,1
166,ทุเรียน,2043,"ทุเรียน, พันธุ์เจ้าเงาะ",187,NULL,2.49,54.2,2.6,1.16,0.27,1,14,37.27,NULL,NULL,19,NULL,0.94,NULL,NULL,0.25,NULL,NULL,480,NULL,NULL,NULL,NULL,NULL,NULL,45,NULL,0.96,NULL,NULL,NULL,0.17,NULL,NULL,NULL,2.3,0.17,18.14,1
166,ทุเรียน,2058,"ทุเรียน, พันธุ์ทองย้อยฉัตร",142,NULL,3.4,67.6,4.05,1.25,0.42,5,14,22.52,202,NULL,18,1.32,1.99,NULL,0.17,0.09,NULL,NULL,460,NULL,NULL,NULL,NULL,NULL,NULL,45,NULL,1.45,15,NULL,NULL,0.08,0.32,NULL,NULL,1.1,0.32,19.11,1
166,ทุเรียน,733,ทุเรียนชะนี,149,NULL,2.68,66.3,5.25,1.31,0.75,7,17,20.87,136,NULL,22,1.42,1.88,NULL,0.21,0.2,NULL,NULL,447,0.24,0.1,NULL,NULL,NULL,NULL,37,11,1.33,26,NULL,NULL,0.34,0.36,NULL,0.1,3.6,0.37,14.08,1
166,ทุเรียน,730,ทุเรียนก้านยาว,158,NULL,2.67,62.1,2.96,1.2,0.95,11,5,29.42,94,NULL,NULL,2.05,1.05,NULL,0.32,NULL,NULL,NULL,680,0.11,0.06,NULL,NULL,NULL,NULL,36,8,0.82,35,NULL,NULL,0.17,0.44,NULL,NULL,1.6,NULL,NULL,1
166,ทุเรียน,2049,"ทุเรียน, พันธุ์กบตาเต่า",134,NULL,2.21,69.6,4.1,0.91,0.3,5,10,20.87,NULL,NULL,15,NULL,2.61,NULL,NULL,0.09,NULL,NULL,411,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,1.99,NULL,NULL,NULL,0.28,NULL,NULL,NULL,2.3,0.15,20.08,1
166,ทุเรียน,729,ทุเรียนกระดุม,170,NULL,3.17,60.4,4.57,1.17,0.8,4,20,27.67,270,NULL,23,1,NULL,NULL,0.3,0.23,NULL,NULL,441,NULL,NULL,NULL,NULL,NULL,NULL,33,23,NULL,32,NULL,NULL,NULL,0.52,NULL,NULL,3,0.37,20,1
166,ทุเรียน,728,ทุเรียนกบตาขำ,140,NULL,2.84,67.9,4.42,1.3,0.35,3,22,21.14,390,NULL,23,NULL,NULL,NULL,NULL,0.17,NULL,NULL,439,NULL,NULL,NULL,NULL,NULL,NULL,38,32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.4,0.31,18.08,1
166,ทุเรียน,2052,"ทุเรียน, พันธุ์กำปั่นเนื้อขาว",166,NULL,2.36,62.3,4.55,1.37,0.35,4,13,28.39,NULL,NULL,19,NULL,1.88,NULL,NULL,0.11,NULL,NULL,512,NULL,NULL,NULL,NULL,NULL,NULL,42,NULL,1.71,NULL,NULL,NULL,0.08,NULL,NULL,NULL,1,0.2,15.68,1
166,ทุเรียน,2053,"ทุเรียน, พันธุ์กำปั่นพวง",164,NULL,3.37,62.9,5.67,1.18,0.28,5,14,23.13,NULL,NULL,18,NULL,2.35,NULL,NULL,0.14,NULL,NULL,406,NULL,NULL,NULL,NULL,NULL,NULL,44,NULL,1.85,NULL,NULL,NULL,0.36,NULL,NULL,NULL,3.7,0.28,17.47,1
166,ทุเรียน,2054,"ทุเรียน, พันธุ์สาวชม",160,NULL,2.92,64.3,5.28,1.23,0.31,2,12,24.13,NULL,NULL,19,NULL,2.35,NULL,NULL,0.16,NULL,NULL,538,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,1.65,NULL,NULL,NULL,0.24,NULL,NULL,NULL,2.1,0.13,20.79,1
166,ทุเรียน,2055,"ทุเรียน, พันธุ์ชมพูศรี",129,NULL,2.77,69.7,3.74,1.25,0.37,3,13,19.78,348,NULL,17,1.2,1.74,NULL,0.11,0.11,NULL,NULL,482,NULL,NULL,NULL,NULL,NULL,NULL,31,NULL,1.29,26,NULL,NULL,0.09,0.24,NULL,NULL,2.8,0.16,16.27,1
166,ทุเรียน,2056,"ทุเรียน, พันธุ์กบพิกุล",163,NULL,3.19,62.8,4.42,1.37,0.44,5,11,26.73,402,NULL,20,1.99,2.12,NULL,0.06,0.16,NULL,NULL,560,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL,1.39,30,NULL,NULL,0.1,0.39,NULL,NULL,1.5,0.33,18.4,1
166,ทุเรียน,2057,"ทุเรียน, พันธุ์กำปั่นเจ้ากรม",176,NULL,2.66,58.3,3.88,1.29,0.23,5,11,31.55,166,NULL,18,1.95,1.4,NULL,0.06,0.17,NULL,NULL,457,NULL,NULL,NULL,NULL,NULL,NULL,40,NULL,1.56,23,NULL,NULL,0.24,0.34,NULL,NULL,2.3,0.22,18.36,1
166,ทุเรียน,2044,"ทุเรียน, พันธุ์ดาวกระจาย",126,NULL,2.98,71.2,3.44,1.45,0.23,4,13,19.62,92,NULL,23,2.13,1.09,NULL,0.04,0.16,NULL,NULL,512,NULL,NULL,NULL,NULL,NULL,NULL,34,NULL,1.27,25,NULL,NULL,0.36,0.31,NULL,NULL,2.2,0.32,19.62,1
166,ทุเรียน,736,ทุเรียนหมอนทอง,140,NULL,2.26,66.8,3.34,1.05,0.52,4,11,23.81,43,NULL,24,2.1,1.01,NULL,0.19,0.14,NULL,NULL,389,0.14,0.15,NULL,NULL,NULL,NULL,30,4,1.02,36,NULL,NULL,0.29,0.28,NULL,0.6,2.8,0.19,14.75,1
166,ทุเรียน,2045,"ทุเรียน, พันธุ์เก๋งทอง",153,NULL,2.68,63.5,2.98,1.35,0.32,4,11,27.97,NULL,NULL,21,NULL,1.05,NULL,NULL,0.18,NULL,NULL,643,NULL,NULL,NULL,NULL,NULL,NULL,41,NULL,1.09,NULL,NULL,NULL,0.25,NULL,NULL,NULL,1.6,0.2,16.44,1
166,ทุเรียน,2042,"ทุเรียน, พันธุ์บาตรทองคำ",170,NULL,3.15,61.5,4.73,1.27,0.21,2,19,28.05,NULL,NULL,15,NULL,2.06,NULL,NULL,0.1,NULL,NULL,451,NULL,NULL,NULL,NULL,NULL,NULL,41,NULL,1.44,NULL,NULL,NULL,0.26,NULL,NULL,NULL,1.3,0.36,18.36,1
166,ทุเรียน,735,ทุเรียนลวง,NULL,141,2.62,67.8,3.25,0.95,1.1,41,NULL,NULL,NULL,NULL,NULL,2.1,NULL,NULL,0.3,NULL,25.38,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,37,NULL,NULL,33,NULL,NULL,NULL,0.32,NULL,NULL,NULL,NULL,NULL,1
167,ทุเรียนกวน,830,"ทุเรียน, กวน",320,NULL,3.75,21.8,5.3,1.85,1.1,1,62,61.3,281,NULL,NULL,3.4,NULL,NULL,0.51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,44,23,NULL,42,NULL,NULL,NULL,0.12,NULL,NULL,6,NULL,39.7,1
168,ทุเรียนทอดอบกรอบ,1703,"ทุเรียน, ทอดอบกรอบ",508,NULL,4.63,2.1,27.75,3.03,0.7,12,46,57.29,NULL,NULL,NULL,NULL,NULL,NULL,0.22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.51,NULL,NULL,5.2,NULL,20.93,1
169,นมถั่วเหลือง,1401,"เครื่องดื่มนมถั่วเหลือง, ผสมไวท์มอลต์",NULL,424,11.18,4.3,11.47,3.94,NULL,493,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,69.09,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,512,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
169,นมถั่วเหลือง,1402,"เครื่องดื่มนมถั่วเหลือง, เสริมช็อกโกมอลต์",NULL,433,11.03,3.4,11.87,3.13,NULL,303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,70.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,263,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
169,นมถั่วเหลือง,1405,"นมถั่วเหลือง, ยูเอชที, ต่อ 100 มล.",79,NULL,2.9,87.8,3.34,0.49,0.4,24,35,8.98,NULL,NULL,NULL,NULL,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.22,NULL,NULL,1.042,NULL,0.03,NULL,NULL,0.7,NULL,8.3,1
170,น้อยหน่า,738,น้อยหน่า,100,NULL,1.32,73.2,0.2,0.6,0.47,16,4,21.84,NULL,NULL,21,1.15,NULL,NULL,0.12,0.11,NULL,NULL,219,NULL,NULL,NULL,NULL,NULL,NULL,34,NULL,NULL,NULL,NULL,NULL,NULL,0.1,NULL,NULL,2.8,0.16,17.23,1
172,น้ำตาลสด,1410,"น้ำตาลสด, ต่อ 100 มล.",77,NULL,0.21,88.5,NULL,0.68,NULL,NULL,NULL,18.94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.083,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
173,น้ำนมข้าวโพด,1411,"น้ำนมข้าวโพด, ต่อ 100 มล.",45,NULL,1.05,92.4,0.77,0.5,NULL,24,28,8.02,NULL,NULL,NULL,NULL,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.42,NULL,NULL,1.034,NULL,0.01,NULL,NULL,0.7,NULL,8.2,1
175,น้ำพริกอ่อง,1498,น้ำพริกอ่อง,204,NULL,6.9,68.4,19.6,3,1.5,38,NULL,NULL,357,NULL,NULL,2.6,NULL,NULL,0.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,79,30,NULL,NULL,NULL,NULL,NULL,0.25,NULL,NULL,4.1,NULL,NULL,1
177,น้ำมะพร้าว,1415,"น้ำมะพร้าว, ต่อ 100 มล.",28,NULL,0.09,94.1,0.1,0.41,0.04,12,19,6.62,NULL,NULL,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,330,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,1.014,NULL,NULL,NULL,NULL,0.1,NULL,5.77,1
178,น้ำมะม่วง,1416,"น้ำมะม่วง, ต่อ 100 มล.",50,NULL,0.2,91.2,0.2,0.1,NULL,24,136,11.7,664,NULL,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,237,NULL,NULL,NULL,NULL,NULL,NULL,10,55,NULL,1,NULL,1.037,NULL,NULL,NULL,NULL,0.3,NULL,11.68,1
179,น้ำมะเขือเทศ,1414,"น้ำมะเขือเทศ, ต่อ 100 มล.",34,NULL,0.66,90.2,0.23,1.18,0.36,8,190,7.06,500,NULL,10,NULL,NULL,NULL,0.02,NULL,NULL,NULL,199,NULL,NULL,NULL,NULL,NULL,NULL,18,42,NULL,7,NULL,NULL,NULL,0.02,NULL,NULL,0.7,NULL,3.65,1
180,น้ำลิ้นจี่,1419,"น้ำลิ้นจี่ 25%, ต่อ 100 มล.",53,NULL,0.12,92.7,0.02,0.1,0.19,2,12,12.97,NULL,NULL,13,NULL,NULL,NULL,0.01,NULL,NULL,NULL,146,NULL,NULL,NULL,NULL,NULL,NULL,49,NULL,NULL,NULL,NULL,1.06,NULL,NULL,NULL,NULL,0,NULL,12.25,1
181,น้ำสตรอเบอร์รี่,1421,"น้ำสตรอเบอรี่ 25%, ต่อ 100 มล.",43,NULL,NULL,95.4,NULL,0.45,0.1,17,34,10.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,150,NULL,NULL,NULL,NULL,NULL,NULL,11,NULL,1.047,NULL,NULL,NULL,NULL,0.2,NULL,10.55,1
183,น้ำส้ม,1422,"น้ำส้ม 100%, ต่อ 100 มล.",57,NULL,0.68,90.3,0.09,0.42,0.22,8,14,13.25,NULL,NULL,8,0.2,NULL,NULL,0.02,NULL,NULL,NULL,96,NULL,NULL,NULL,NULL,NULL,NULL,14,NULL,NULL,16,NULL,1.051,NULL,0.03,NULL,NULL,0.4,NULL,12.16,1
183,น้ำส้ม,1424,"น้ำส้ม 25%, ต่อ 100 มล.",39,NULL,0.1,94.3,NULL,0.35,0.15,7,28,9.38,NULL,NULL,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,26,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,2,NULL,1.045,NULL,NULL,NULL,NULL,0.4,NULL,10.51,1
183,น้ำส้ม,1423,"น้ำส้ม 15%, ต่อ 100 มล.",70,NULL,0.15,88.5,NULL,0.15,0.02,4,20,17.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,NULL,NULL,15,NULL,1.061,NULL,0.02,NULL,NULL,0.2,NULL,16.26,1
182,น้ำสับปะรด,1425,"น้ำสับปะรด, ต่อ 100 มล.",71,NULL,0.3,88.2,NULL,0.33,0.17,118,17,17.1,NULL,NULL,114,NULL,NULL,NULL,0.01,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL,NULL,10,NULL,1.066,NULL,0.11,NULL,NULL,0.7,NULL,13.38,1
184,น้ำองุ่น,1427,"น้ำองุ่น 100%, ต่อ 100 มล.",69,NULL,0.2,88.7,NULL,0.27,0.23,9,14,16.97,NULL,NULL,3,NULL,NULL,NULL,0.03,NULL,NULL,NULL,19,NULL,NULL,NULL,NULL,NULL,NULL,12,NULL,NULL,NULL,NULL,1.061,NULL,0.03,NULL,NULL,NULL,NULL,13.45,1
184,น้ำองุ่น,1428,"น้ำองุ่น 25%, ต่อ 100 มล.",51,NULL,NULL,91.1,NULL,0.3,2.3,71,22,12.75,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL,NULL,2,NULL,1.043,NULL,NULL,NULL,NULL,0.2,NULL,12.7,1
185,น้ำเก๊กฮวย,1407,"น้ำเก็กฮวย, ต่อ 100 มล.",42,NULL,NULL,93.2,NULL,0.02,NULL,NULL,11,10.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.038,NULL,NULL,NULL,NULL,NULL,NULL,11.16,1
186,น้ำเฉาก๊วย,1409,น้ำเฉาก๊วย,27,NULL,NULL,93.2,NULL,0.04,0.1,1,8,6.76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.9,1
187,น้ำเสาวรส,1426,"น้ำเสาวรส 25%, ต่อ 100 มล.",59,NULL,0.21,90.1,0.03,0.13,0.16,17,11,14.31,NULL,NULL,24,NULL,NULL,NULL,0.01,NULL,NULL,NULL,461,NULL,NULL,NULL,NULL,NULL,NULL,23,NULL,NULL,6,NULL,1.049,NULL,NULL,NULL,NULL,0.1,NULL,11.47,1
190,บลูเบอร์รี่,2119,บลูเบอร์รี่,63.26,NULL,0.67,NULL,0.53,NULL,NULL,NULL,6.315,13.96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.68,NULL,7.34,2
196,บ๊วยดอง,831,"บ๊วย, ดอง",NULL,43,0.8,75.4,0.2,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9.6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
191,บะจ่าง,1571,บะจ่าง,NULL,228,7.63,48,6.83,3.6,1.37,37,388,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,33.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
192,บะหมี่กึ่งสำเร็จรูปต้ม,184,"บะหมี่กึ่งสำเร็จรูป, รสหมูสับ, บรรจุในถ้วย",416,NULL,11.7,3.8,16.8,11.5,1.6,34,2,52.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.5,NULL,NULL,3.4,NULL,1.4,1
192,บะหมี่กึ่งสำเร็จรูปต้ม,183,"บะหมี่กึ่งสำเร็จรูป, ไม่รวมเครื่องปรุง",363,NULL,6.66,7.4,5.71,8.47,0.99,16,2,70.53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.2,NULL,8.41,1
192,บะหมี่กึ่งสำเร็จรูปต้ม,182,"บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสหมูสับ",456,NULL,9.91,3.1,19.91,6.33,2.8,137,1,57.68,NULL,NULL,NULL,1.5,NULL,NULL,0.04,NULL,NULL,NULL,148,NULL,NULL,469,NULL,NULL,NULL,126,NULL,7.55,NULL,NULL,NULL,NULL,0.09,NULL,NULL,3.1,NULL,3.15,1
192,บะหมี่กึ่งสำเร็จรูปต้ม,181,"บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสต้มยำกุ้ง",445,NULL,9,2.2,19.03,8.68,3.17,41,2,57.86,NULL,NULL,NULL,NULL,NULL,NULL,0.04,NULL,NULL,NULL,NULL,NULL,NULL,519,NULL,NULL,NULL,NULL,NULL,6.91,NULL,NULL,NULL,NULL,0.08,NULL,NULL,3.3,NULL,5.15,1
192,บะหมี่กึ่งสำเร็จรูปต้ม,180,"บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, รสไก่",457,NULL,9.86,2.4,20.6,9.96,1.92,29,2,55.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.4,NULL,3.17,1
192,บะหมี่กึ่งสำเร็จรูปต้ม,179,"บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, ไม่ระบุรส",467,NULL,11.13,2.4,20.62,4.62,2.01,26,1,57.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,NULL,NULL,1
192,บะหมี่กึ่งสำเร็จรูปต้ม,178,"บะหมี่กึ่งสำเร็จรูป, พร้อมเครื่องปรุง, ต้ม",NULL,50,1.65,85.5,1.84,4.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,6.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
193,บะหมี่หมูแดง,1573,"บะหมี่, หมูแดง, น้ำ",102,NULL,4.4,83.1,8.6,1.6,NULL,NULL,338,1.4,NULL,NULL,37,NULL,3.42,NULL,NULL,NULL,NULL,NULL,153,NULL,NULL,NULL,NULL,NULL,NULL,94,NULL,2.07,NULL,42,NULL,1.55,NULL,NULL,NULL,0.9,1.62,NULL,1
194,บะหมี่แห้ง,1574,"บะหมี่, หมูแดง, แห้ง",NULL,231,8.2,58.5,13.9,1.1,1.9,NULL,307,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,18.3,NULL,152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
749,บัตเตอร์เค้ก,1749,"เค้ก, เนย",393,NULL,7.34,30.6,24.27,1.45,NULL,NULL,NULL,36.32,NULL,NULL,NULL,NULL,6.55,NULL,NULL,NULL,NULL,100,NULL,0.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,14.66,1,NULL,NULL,1.39,0.05,NULL,NULL,NULL,NULL,19.1,1
